Date Made Public,Company,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,breach_type_gA,breach_type_gB,breach_type_gC,breach_type_gD,region_A,region_B,age_of_Law,org_group,records_group,records_index,records_scale,type_scale,org_scale,severity_index1,severity_index2,severity_index3,severity_index4,severity_index5
2014-01-06,North Carolina Department of Health and Human Services ,North Carolina,DISC,MED,48752,"\N
Location of breached information: Other
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Insider,Others,Network,South,Southeast,14,F_regulated,Others,0.058626461209625357,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2014-01-08,"101 Family Medical Group, Privacy Manager Breach",California,PHYS,MED,2500,"A laptop computer owned by Phressia, Inc., a business associate (BA) of the covered entity (CE), Family Medical Group, was stolen from the parked car of a Phreesia workforce member.  In violation of the BA’s policies and procedures, both the hard drive of the laptop, and the workforce member’s Dropbox account, which was accessible through the laptop, contained the electronic protected health information (ePHI) of approximately 2,500 patients. The types of PHI involved in the breach included patients’ names, addresses, identification numbers, phone numbers, email addresses, dates of birth, social security numbers, and insurance identification numbers.  Following the breach, the BA sanctioned the responsible workforce member and retrained workforce members on its privacy and security policies and procedures. The CE provided breach notification HHS, affected individuals, and the media. In response to OCR's investigation, the BA updated its policies and procedures on device and media controls and employee sanctions.
Location of breached information: Laptop
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,West,West,16,F_regulated,Others,0.0030063618523150514,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-10,Tri Lakes Medical Center,Mississippi,HACK,MED,1489,"\N
Location of breached information: Network Server
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Hacker,Outsider,Online,Network,South,Southeast,8,F_regulated,Others,0.0017905891192388447,10.0,10,10,20.0,20.0,30.0,10.0,0.0
2014-01-10,Virginia Premier Health Plan (VPHP),Virginia,PHYS,MED,25513,"Virginia Premier Health Plan, a business associate (BA) of the covered entity (CE), Virginia Department of Medical Assistance Services (VA-DMAS), mailed incorrect postcards to Virginia Medicaid members.  The breach included 13,357 postcards that were mailed to the wrong address and 12,156 postcards that contained incorrect services information.  The information did not include social security numbers or financial information.  The BA provided breach notification to HHS, the media, and to affected individuals in English and Spanish.  Following this breach, the BA improved safeguards by retraining employees on safeguards for protected health information, updating procedures for mailings, and implementing additional quality control checks.   OCR obtained assurances that the BA implemented the corrective action listed above.
Location of breached information: Paper/Films
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,South,Southeast,11,F_regulated,Others,0.030680523975245563,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-13,"RGH Enterprises, Inc.",Ohio,PHYS,MED,4230,"Computer hackers installed malware that intercepted the electronic protected health information (ePHI) of approximately 4,230 individuals using the covered entity's (CE's) website.  The ePHI included names, dates of birth, phone numbers, shipping and billing addresses, email addresses, credit card issuers, expiration dates, the last 4 digits of credit card numbers, account numbers, primary physicians, diagnoses, order histories, and health insurers.  Following the breach, the CE removed the malware from the affected computer servers, migrated the website to non-compromised 
Location of breached information: Network Server
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.417287,-82.907123,Others,Mixed,Offline,Local,Midwest,Midwest,13,F_regulated,Others,0.0050867642541170665,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-15,Network Pharmacy Knoxville,Tennessee,PHYS,MED,9602,"\N
Location of breached information: Laptop
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,South,Southeast,14,F_regulated,Others,0.01154683460237165,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-16,Saint Francis Hospital and Medical Center,Connecticut,PHYS,MED,858,"\N
Location of breached information: Paper/Films
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,Northeast,Northeast,13,F_regulated,Others,0.0010317833877145257,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-16,Sentara Healthcare,Virginia,PHYS,MED,3861,"Two former employees of the covered entity (CE), Sentara Healthcare, accessed protected health information (PHI) outside of their normal job duties and used this information to process fraudulent tax returns.  The US Attorney’s office investigated the matter and both individuals received prison sentences. The breach report indicated that the PHI of approximately 3,645 individuals was involved in the breach; however, the CE verified that the final count of affected individuals was 3,891. The CE provided breach notification to HHS, affected individuals, and the media. The CE also offered complimentary credit monitoring and identity theft protection services to all eligible individuals.  Following this incident, the CE increased safeguards by installing a new software system to help monitor and detect inappropriate access to its electronic medical records system, updated its security policies and procedures, re-trained employees, and initiated steps to address and mitigate the issues identified in its 2014 risk analysis.  OCR obtained assurances that the corrective actions listed above were completed and/or initiated as described.
Location of breached information: Electronic Medical Record
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,South,Southeast,11,F_regulated,Others,0.0046430252447153654,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-16,Health Dimensions,Michigan,PHYS,MED,5370,"\N
Location of breached information: Network Server
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,Midwest,Midwest,12,F_regulated,Others,0.00645766525877273,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-21,COMPLETE MEDICAL HOMECARE,Kansas,DISC,MED,1700,"On December 12, 2013, the covered entity’s (CE) business partner, All American Medical Supplies (AAMS) received a portable computer drive containing protected health information (PHI), including electronic copies of medical records from the CE, that was delivered in error.  The incident affected approximately 1,700 individuals and the types of PHI included patients’ names, addresses, medical diagnoses, and in some cases social security numbers.  Although AAMS accessed the portable drive, it subsequently deleted the data and returned the drive to the CE.  The CE provided breach notification to HHS and affected individuals.  As a result of OCR’s investigation, the CE began developing policies and procedures related to breach notification, training, removal of hardware and electronic media, and encryption and decryption of PHI, and indicated that it would train its workforce on the new policies and procedures once they were implemented.  On December 5, 2016, the CE’s former parent company provided written documentation that the CE legally dissolved on December 23, 2015, and has ceased carrying on business.  
Location of breached information: Other Portable Electronic Device
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Insider,Others,Network,Midwest,Midwest,13,F_regulated,Others,0.002044326059574235,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2014-01-21,Hospital for Special Surgery,New York,PHYS,MED,937,"\N
Location of breached information: Desktop Computer, Paper/Films
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,Northeast,Northeast,14,F_regulated,Others,0.0011267844222476813,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-22,The Brooklyn Hospital Center,New York,PHYS,MED,2172,"\N
Location of breached information: Other Portable Electronic Device
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,Northeast,Northeast,14,F_regulated,Others,0.0026119271772913166,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-23,Geisinger Bloomsburg Hospital,Pennsylvania,PHYS,MED,3101,"Archived protected health information (PHI) for 3,101 individuals could not be located by the CE, Geisinger Bloomsburg Hospital, after it was acquired by Geisinger, although copies of the PHI were available.  There was no evidence that the PHI had been impermissibly disclosed or stolen.  OCR provided the CE with information on what constitutes a breach under the Breach Notification Rule.  The CE posted notice on its website and notified the media and patients although there was no indication that PHI had been accessed, used, or disclosed.  The CE also re-trained staff on safeguards and proper disposal of PHI and stated that additional corrective steps would be taken to reinforce privacy practices in its new facility. 
Location of breached information: Paper/Films
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,Northeast,Northeast,13,F_regulated,Others,0.0037290912416115896,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-24,"Robert B. Neves, M.D.",California,PHYS,MED,611,"Location of breached information: Laptop
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,36.778261,-119.41793200000001,Others,Mixed,Offline,Local,West,West,16,F_regulated,Others,0.0007347548367057985,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-24,"Triple-S Salud, Inc. - Breach Case#2",Puerto Rico,PHYS,MED,398000,"Triple-S Management Corporation (“TRIPLE-S”), on behalf of its wholly owned subsidiaries, Triple-S Salud Inc., Triple-C Inc. and Triple-S Advantage Inc. , formerly known as American Health Medicare Inc., has agreed to settle potential violations of the Health Insurance Portability and Accountability Act of 1996 (HIPAA) Privacy and Security Rules with the U.S. Department of Health and Human Services, Office for Civil Rights (OCR).  TRIPLE-S will pay $3.5 million and will adopt a robust corrective action plan to correct deficiencies in its HIPAA compliance program, an effort it has already begun.
“OCR remains committed to strong enforcement of the HIPAA Rules,” said OCR Director Jocelyn Samuels. “This case sends an important message for HIPAA Covered Entities not only about compliance with the requirements of the Security Rule, including risk analysis, but compliance with the requirements of the Privacy Rule, including those addressing business associate agreements and the minimum necessary use of protected health information.”
TRIPLE-S is an insurance holding company based in San Juan, Puerto Rico, which offers a wide range of insurance products and services to residents of Puerto Rico through its subsidiaries.  TRIPLE-S has fully cooperated with HHS in investigating this case and has agreed to put in place a comprehensive HIPAA compliance program as a condition for settlement.  
After receiving multiple breach notifications from TRIPLE-S involving unsecured protected health information (PHI), OCR initiated investigations to ascertain the entities’ compliance with HIPAA Rules. OCR’s investigations indicated widespread non-compliance throughout the various subsidiaries of Triple-S, including:
Failure to implement appropriate administrative, physical, and technical safeguards to protect the privacy of its beneficiaries’ PHI;
Impermissible disclosure of its beneficiaries’ PHI to an outside vendor with which it did not have an appropriate business associate agreement;
Use or Disclosure of more PHI than was necessary to carry out mailings;
Failure to conduct an accurate and thorough risk analysis that incorporates all IT equipment, applications, and data systems utilizing ePHI; and
Failure to implement security measures sufficient to reduce the risks and vulnerabilities to its ePHI to a reasonable and appropriate level.
The settlement requires TRIPLE-S to establish a comprehensive compliance program designed to protect the security, confidentiality, and integrity of the personal information it collects from its beneficiaries, that includes:
A risk analysis and a risk management plan;
A process to evaluate and address any environmental or operational changes that affect the security of the ePHI it holds;
Policies and procedures to facilitate compliance with requirements of the HIPAA Rules; and
A training program covering the requirements of the Privacy, Security, and Breach Notification Rules, intended to be used for all members of the workforce and business associates providing services on TRIPLE-S premises.
Triple-S, with the help of OCR through its technical assistance, had already begun to take extensive corrective action, as required by the Corrective Action Plan, and will continue to work with OCR to come into compliance with HIPAA.
“Triple-S is committed to protecting the privacy and security of its beneficiaries’ health information and implementing the Corrective Action Plan entered into with OCR,” said President and CEO of Triple-S Management Corporation, Ramon M. Ruiz.  “We are pleased with the agreement and regard it as an opportunity to strengthen our privacy policies. We have appreciated OCR’s technical assistance to date, and look forward to our collaboration in the future.”
Location of breached information: Network Server
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,37.09024,-95.712891,Others,Mixed,Offline,Local,Non_US,Non_US,Puerto Rico,F_regulated,Others,0.4786128068885562,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-24,"Triple-C, Inc.",Puerto Rico,PHYS,MED,8000,"\N
Location of breached information: Network Server
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,18.220833,-66.590149,Others,Mixed,Offline,Local,Non_US,Non_US,Puerto Rico,F_regulated,Others,0.009620357927408164,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-27,Medical Mutual of Ohio,Ohio,DISC,MED,1420,"\N
Location of breached information: Paper/Films
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Insider,Others,Network,Midwest,Midwest,13,F_regulated,Others,0.001707613532114949,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2014-01-30,University of Wisconsin-Madison School of Pharmacy,Wisconsin,PHYS,MED,41437,"\N
Location of breached information: Other Portable Electronic Device
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,Midwest,Midwest,13,F_regulated,Others,0.049829846429751516,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-31,The University of Texas MD Anderson Cancer Center,Texas,PHYS,MED,3598,"\N
Location of breached information: Other Portable Electronic Device
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,South,Southwest,10,F_regulated,Others,0.004326755977851822,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-01-31,Presence Health ,Illinois,PHYS,MED,836,"\N
Location of breached information: Paper/Films
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,Midwest,Midwest,13,F_regulated,Others,0.001005327403414153,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-02-05,St Joseph Health System,Texas,HACK,MED,405000,"A computer server containing the records of 405,124 patients of the covered entity (CE), St. Joseph Health System, was hacked during a power surge.  The electronic protected health information (ePHI) on the server included names, dates of birth, social security numbers, medical information, bank account information, and addresses.  The CE provided breach notification to HHS, affected individuals, and the media. The CE improved administrative and technical security and developed and revised policies and procedures addressing the breach.   OCR obtained assurances that the CE implemented the corrective actions listed.
Location of breached information: Network Server
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Hacker,Outsider,Online,Network,South,Southwest,10,F_regulated,Others,0.48703062007503833,10.0,10,10,20.0,20.0,30.0,10.0,0.0
2014-02-05,"Min Yi, M.D.",California,PHYS,MED,4676,"A desktop computer hard drive and a backup external hard drive containing the electronic protected health information (ePHI) of 4,676 individuals were stolen from the office of the covered entity (CE), Dr. K. Min Yi.  The ePHI on the external hard drive included names, addresses, phone numbers, insurance identification numbers, social security numbers, checking account information, medical and surgical information, diagnosis and procedure codes, and dates of birth.  The CE provided breach notification to HHS, the media, and affected individuals, and provided credit monitoring to patients who contacted her with privacy concerns.  In response to the breach the CE improved physical safeguards, implemented revised administrative policies and encrypted ePHI.  OCR’s investigation resulted in the CE improving its HIPAA practices.
Location of breached information: Other Portable Electronic Device
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,West,West,16,F_regulated,Others,0.005623099208570072,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-02-07,"Easter Seal Society of Superior California, Privacy Manager Breach",California,PHYS,MED,3026,"A work-issued laptop computer containing 3,026 clients’ protected health information (ePHI) was stolen out of an employee’s locked car.  The types of ePHI involved in the breach included financial, demographic, and clinical information.  The covered entity’s (CE) investigation revealed that, although the computer was powered off, password protected and not connected to the internet at the time of the theft, e-mails containing the respective e-PHI could still be accessed.  The CE provided breach notification to HHS, affected individuals, and the media, and posted substitute notice on its website.  It also provided affected individuals with one free year of credit monitoring and restoration, tips on protecting against ID theft, and a confidential privacy line to call with questions or concerns.  Upon learning of the theft, the CE launched an internal investigation, hired specialized data security counsel to assist in responding to the incident, and retained external forensic experts to assist in determining the scope of the breach.  The CE improved safeguards by reviewing its privacy and security policies and procedures, implementing a risk mitigation plan that reflects the current work environment, encrypting its laptop computers, and updating its policies and procedures on portable/mobile devices.  It also retrained workforce members.  OCR provided technical assistance regarding the HIPAA Security Rule requirements and obtained written documentation that the CE implemented the corrective actions listed above.
Location of breached information: Laptop
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,West,West,16,F_regulated,Others,0.0036389003860421384,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-02-07,PruittHealth Pharmacy Services,Georgia,PHYS,MED,841,"A manager's unencrypted laptop computer was stolen from the back seat of an employee's car.  The laptop contained the protected health information (PHI) of 841 individuals and included names, possible diagnoses, prescription names, dates of service, and service locations.  The covered entity (CE) has improved safeguards by encrypting devices and employing devices that do not allow local storage.  The CE has also revised its privacy and security policies and re-trained employees.  OCR has consolidated this review into a compliance review that involves the same corporate entity and another stolen unencrypted laptop. 
Location of breached information: Laptop
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,South,Southeast,14,F_regulated,Others,0.0010113401271187833,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-02-10,Kmart Corporation,Illinois,PHYS,MED,16446,"\N
Location of breached information: Electronic Medical Record, Other
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.633125,-89.398528,Others,Mixed,Offline,Local,Midwest,Midwest,13,F_regulated,Others,0.019777050809269333,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-02-11,WA State Department of Social & Health Services,Washington,DISC,MED,3104,"The covered entity (CE) erroneously sent mail to 3,104 clients at incorrect addresses due to a coding error in an internal database.  The protected health information (PHI) contained in the mailing may have included clients’ names, addresses, and client identification numbers, and some letters also included dates of birth, social security numbers, diagnoses, and financial information.  The CE provided breach notification to HHS, affected individuals, and the media, and posted substitute notice on its website.  Following the breach, the CE hired a firm to conduct an independent evaluation of the data breach to identify and correct the root causes of this incident.  The CE formed a Quality Improvement Team to increase oversight of production and ensure that quality assurance processes are strictly followed.  As a result of OCR’s investigation, OCR provided technical assistance on the timeliness of notifications and incident reporting and obtained assurances that the corrective actions listed above were completed.
Location of breached information: Paper/Films
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,47.751073999999996,-120.74013899999999,Others,Insider,Others,Network,West,West,14,F_regulated,Others,0.0037326988758343677,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2014-02-12,"Lewis J. Sims, DPM, PC dba Sims and Associates Podiatry ",New York,PHYS,MED,6475,"\N
Location of breached information: Laptop
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.712784,-74.005941,Others,Mixed,Offline,Local,Northeast,Northeast,14,F_regulated,Others,0.007786477197495983,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-02-12,University of Miami,Florida,PHYS,MED,13074,"The covered entity (CE), University of Miami Health System, reported that on or around June 27, 2013, it learned from Iron Mountain, its business associate (BA), that 15 boxes containing patients’ protected health information (PHI) were lost during the transfer between its new and old storage/shredding vendors.  The boxes contained a mix of billing and research records of 13,074 patients that included financial and clinical information.  Following the breach, the CE provided breach notification to HHS, affected individuals, and the media and also posted substitute notice on its website.  The CE offered credit monitoring and identity theft protection to all affected individuals.  The CE and BA reviewed the BA’s processes for the transfer, pick up, and storage of records and worked together to revise procedures for safeguarding archived PHI.  The CE required the BA to re-train all of its personnel who handle the CE’s data and re-trained its workforce on its HIPAA Privacy and Security policies and procedures. Additionally, the CE hired a new HIPAA Privacy Officer, revised procedures for retaining records in order to avoid sending records containing billing information to off-site storage, and developed a new sanctions policy specific to privacy violations.  The CE also improved technical safeguards by implementing the Fair Warning System, a cloud-based security solution.  OCR obtained assurances that the CE implemented the corrective actions listed above.
Location of breached information: Paper/Films
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,South,Southeast,14,F_regulated,Others,0.015722069942866793,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-02-13,"Supportive Concepts for Families, Inc.",Pennsylvania,DISC,MED,593,"The CE inadvertently made an internal database containing the electronic protected health information (ePHI) of 593 individuals accessible on the Internet.  The ePHI involved in the breach included names, dates of birth, social security numbers, addresses, dates of services, and customer service notes. The CE immediately removed the database from the Internet and secured it against further unauthorized disclosures.  The CE provided breach notification to affected individuals, HHS, and the media, and posted substitute notice online.  Following the breach, the CE provided further HIPAA training to its staff and sanctioned the responsible employees.  The CE also took measures to reduce the vulnerabilities identified its most recent risk analysis. As a result of OCR’s 
Location of breached information: Network Server
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Insider,Others,Network,Northeast,Northeast,13,F_regulated,Others,0.0007131090313691302,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2014-02-14,Health Care Solutions at Home Inc.,Ohio,PHYS,MED,1139,"The covered entity (CE) mistakenly mailed protected health information (PHI) to the wrong addresses of approximately 1,139 individuals following a computer error at the business associate (BA).  The PHI involved in the breach included names, addresses, dates of birth, dates of service, claims information, and diagnoses.  The CE provided breach notification to affected individuals, HHS, and the media, and posted substitute notice on its website.  To prevent a similar breach from happening in the future, the CE and BA improved safeguards by updating policies to require multiple reviews of PHI in mailings.  Following OCR's investigation, the CE updated its policies and procedures relating to the minimum necessary standard.
Location of breached information: Other
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,Midwest,Midwest,13,F_regulated,Others,0.0013696984599147375,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-02-14,"UC Davis Medical Center, Privacy Manager Breach",California,HACK,MED,2269,"The covered entity (CE), University of California, Davis Medical Center, reported that on December 13, 2013, a fraudulent phishing email was sent to employees.  The email instructed employees to go to a fraudulent website and input authentication credentials.  Three employee email accounts were impacted by the phishing scam.  The email accounts contained the electronic protected health information (ePHI) of approximately 2,269 individuals.  The types of ePHI potentially affected by the incident included patient names, medical record numbers, and limited health information.  The CE determined that there was a low probability that specific email content was accessed during this event.  The CE provided breach notification to HHS, affected individuals, and the media.  Immediately following its discovery of the breach incident, the CE took steps to mitigate harm including blocking further access to the initiating IP address, deleting all similar phishing emails from employee accounts, and immediately notifying staff of the pending threat.  In response to this incident, the CE implemented a new procedure to help guard against, detect, and report malicious software.  OCR obtained assurances that the CE implemented the corrective action described above. 
Location of breached information: Email
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Hacker,Outsider,Online,Network,West,West,16,F_regulated,Others,0.0027285740171611407,10.0,10,10,20.0,20.0,30.0,10.0,0.0
2014-02-18,St. Vincent Hospital and Healthcare Inc,Indiana,PHYS,MED,1142,"\N
Location of breached information: Laptop
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,Midwest,Midwest,13,F_regulated,Others,0.0013733060941375154,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-02-21,"StayWell Health Management, LLC",Minnesota,DISC,MED,4786,"StayWell Health Management, a business associate (BA) for multiple covered entities (CE), reported that, from March 29, 2012, until January 21, 2014, spreadsheets containing the protected health information (PHI) of 19,474 individuals who participated in wellness programs were unintentionally available online when an internal administrative tool generated reports and placed those reports in a public facing folder.  The types of PHI on the spreadsheets included the participants’ names, email addresses, unique BA identification numbers, and information about participation in the program.  The BA provided breach notification to HHS, affected individuals, and the media on behalf of the CEs affected by the breach:  Regents of the University of Minnesota, Missouri Consolidated health Care Plan, Clorox Company Group Insurance Plan, Nissan North America, Inc., and QBE Holdings, Inc.  Upon discovery of the breach, the BA upgraded its platform and revised and implemented its policies and procedures.  OCR obtained assurances that the BA implemented the corrective actions listed above.  Steps were also taken to restrict access to and to remove the data entirely from Google, Bing, Yahoo, and other search engines.  Separate breach cases have been opened for each of the affected CEs.     
Location of breached information: Network Server
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Insider,Others,Network,Midwest,Midwest,13,F_regulated,Others,0.005755379130071935,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2014-02-21,Inspira Health Network Inc.,New Jersey,PHYS,MED,1411,"\N
Location of breached information: Desktop Computer
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,Northeast,Northeast,13,F_regulated,Others,0.001696790629446615,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-02-25,"StayWell Health Management, LLC",Minnesota,DISC,MED,1511,"\N
Location of breached information: Network Server
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Insider,Others,Network,Midwest,Midwest,13,F_regulated,Others,0.0018170451035392171,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2014-02-26,"Care Advantage, Inc.",Virginia,PHYS,MED,3458,"The covered entity (CE), Care Advantage, Inc., experienced a break-in at a satellite office and the theft of 4 laptops.  The laptops, which were password protected, contained the electronic protected health information (ePHI) relating to information used in a web based scheduling program.   The breach report indicated that 3458 individuals were affected.   Upon discovering the breach, the CE’s investigation revealed that the actual number of affected individuals was 420.  The CE provided breach notification to HHS, and affected individuals and also posted notice of the incident on its website.  Following the breach, the CE assessed and updated its HIPAA security policy, and conducted employee training.   As a result of OCR’s investigation, OCR obtained written assurance that the CE has implemented the corrective action steps listed above.
Location of breached information: Laptop
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,South,Southeast,11,F_regulated,Others,0.004158399714122179,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-02-26,Pair Networks Inc.,Pennsylvania,DISC,MED,8845,"\N
Location of breached information: Other
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Insider,Others,Network,Northeast,Northeast,13,F_regulated,Others,0.010636508233490652,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2014-02-26,"Cornerstone Health Care, PA",North Carolina,PHYS,MED,548,"\N
Location of breached information: Laptop
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,35.759572999999996,-79.0193,Others,Mixed,Offline,Local,South,Southeast,14,F_regulated,Others,0.0006589945180274592,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-02-27,Joseph Michael Benson M.D,Texas,PHYS,MED,7500,"\N
Location of breached information: Desktop Computer
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,31.968598999999998,-99.901813,Others,Mixed,Offline,Local,South,Southwest,10,F_regulated,Others,0.009019085556945155,10.0,7,10,17.0,20.0,27.0,9.0,3.0
